created_at,tweet_ID,user,tweet_content,place,language,source
2021-03-04 01:33:03,'1367286935627128837,juankalromero,"A paciente tomou 300 comprimidos de zolpidem na véspera do ano novo pra ficar “tranquila” e não morreu, as vezes a sorte olha pra pessoa e ri. https://t.co/npc980g7zT",None,pt,iphone
2021-03-04 01:33:49,'1367287130310012933,cybercarlinhos,@comunosta encheu o rabo de zolpidem ja ctza,None,pt,android
2021-03-04 01:31:42,'1367286598216384520,hugslovats,hoje seria um lindo dia pra tomar um zolpidem,None,pt,iphone
2021-03-04 01:29:46,'1367286110049755141,closeoh,mais tarde teremos unboxing de zolpidem aguardem,None,pt,iphone
2021-03-04 01:26:09,'1367285198904324096,augustitorr,queria experimentar zolpidemhttps://t.co/vRRaJJmB3Z,None,pt,iphone
2021-03-04 01:23:42,'1367284584585580547,wieinTraum,"alprazolam e zolpidem, hora do soninho",None,pt,iphone
2021-03-04 01:20:05,'1367283672219549698,popyfriendbr,@iampmilanez Pera vc nomeou o seu pet de zolpidem? HAHAHA,None,pt,iphone
2021-03-04 01:14:56,'1367282379367329793,joycelima034,Zolpidem que vai me fazer dormi hoje,None,pt,iphone
2021-03-04 01:13:43,'1367282070502969345,CaioSchatozer,@HannyaLobs @Gabriel0Freitas @rulerofhavoc ZOLPIDEM E CELULAR É UMA COMBINAÇÃO PELIGROSA.,None,pt,mobile browser
2021-03-04 01:11:52,'1367281606512230406,dudarsaa,nem o zolpidem tá me salvando da insônia jesus amado,None,pt,iphone
2021-03-04 01:10:49,'1367281341075763200,HugoTerceiro,A falta que faz um zolpidem,None,pt,android
2021-03-04 01:10:14,'1367281195843805188,Juu_Dornelas,eu tomando antialérgico e esperando que ele me faça dormir na mesma velocidade que o zolpidem,None,pt,iphone
2021-03-04 01:10:12,'1367281186347900933,soolpauli,RT @grabszi: vou tomar 3 zolpidem hj pra ver se esqueço esse dia de merda 😍,None,pt,iphone
2021-03-04 01:09:50,'1367281096686264323,Claracavagnoli,Alguém aqui desse site que tb toma zolpidem poderia me dizer uma coisa? Quando o remédio começa a fazer efeito vcs tem umas crise de riso por nada?,None,pt,iphone
2021-03-04 01:09:21,'1367280971117166595,beatrizbfr,"chapada de zolpidem, pior q eu gosto","Place(_api=<tweepy.api.API object at 0x0000020B437859A0>, id='59373f0a295160e4', url='https://api.twitter.com/1.1/geo/id/59373f0a295160e4.json', place_type='city', name='Niterói', full_name='Niterói, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000020B437859A0>, type='Polygon', coordinates=[[[-43.1648112, -22.98297], [-42.954408, -22.98297], [-42.954408, -22.8261279], [-43.1648112, -22.8261279]]]), attributes={})",pt,android
2021-03-04 01:08:57,'1367280874014863360,olippelt,"@Gaspar_Luis Zolpidem causa umas brisa louca e papos insanos hahahahaha, mas chama sim",None,pt,android
2021-03-04 01:07:47,'1367280578970726402,Gaspar_Luis,"@olippelt Amanhã eu te chamo pra trocar uma ideia, hoje eu já tomei o Zolpidem hauahuaha",None,pt,android
2021-03-04 01:04:05,'1367279645712908289,wyllasantos_,"Hmmm queria me dopar de zolpidem, mas vai ter q ser dramin mesmo",None,pt,iphone
2021-03-04 01:02:30,'1367279248168353792,hangcarpediem,@gbianchi404 Flunitrazepan y zolpidem,None,es,http://twitter.com/#!/download/ipad
2021-03-04 01:01:36,'1367279020744859649,half_horse,"Eu tinha parado com essas merdas sim mas me ajudam a dormir melhor. Eu tenho reserva de zolpidem, então...",None,pt,iphone
2021-03-04 00:58:58,'1367278361517637633,daydramas,se eu não tivesse estagio amanha era agora q eu entrava numa lombra de zolpidem,None,pt,android
2021-03-04 00:56:19,'1367277693226672136,EuphoricEuler,@sheltonkdaniel @EuphorbiaZ @mkraju Well looks like he should only have taken it after behavioral therapy.https://t.co/s0pqqvdKbYWhich looks like it would have been advisable for other reasons too.,None,en,android
2021-03-04 00:56:00,'1367277612607950853,freeblowjob,please dr gizella bring back my zolpidem https://t.co/Hn8GjCp3FJ,None,en,mobile browser
2021-03-04 00:44:33,'1367274730072518658,galaxxia95,"loratadina, ponstan, zolpidem (。・ω・。)menção honrosa: vitamina d https://t.co/1IzIDytzXe",None,ca,iphone
2021-03-04 00:44:01,'1367274599482851331,eschembch,hoje só trabalhei estudei e passei raiva vou cheirar um zolpidem pra acalmar os nervos !,None,pt,iphone
2021-03-04 00:43:40,'1367274508068016129,laylasfares,A mulher com o estoque de zolpidem em dia quer guerra com alguém? Não https://t.co/L9Q1J7eWlU,None,pt,iphone
2021-03-04 00:36:11,'1367272626176024577,emmalrossiterx,"@Bovinelovingbi When the doctor had me on zolpidem for a year straight, I was just tripping balls every night, then they be like “oh those symptoms are usual”",None,en,mobile browser
2021-03-04 00:30:19,'1367271149583884289,angelomeio,troque chá por zolpidem https://t.co/tghRAW7OsL,None,pt,android
2021-03-04 00:29:29,'1367270939763896323,iaserkimberly,E vamo de zolpidem,None,pt,iphone
2021-03-04 00:27:08,'1367270347578441732,amneasiac,@labroxera fluoxetina e zolpidem mas aceito doações de qualquer coisa !,None,pt,android
2021-03-04 00:23:45,'1367269498294788098,maafeoliver_,vivendo a base de Zolpidem e Rivotril,None,it,android
2021-03-04 00:22:44,'1367269242677190659,fimdesemestre,@carolbedl Mulher......... Chá de folha de maracujá deve resolver mais que o zolpidem,None,pt,mobile browser
2021-03-04 00:19:00,'1367268300049305602,SimoneParra2,"1910 mortes,por hoje chega.Tomeu 1 Rivotril e 1 zolpidem!1910 historias que se acabaram e deixaram saudades.1910 VIDASSSS!Não são apenas números como trata o @minsaude 😞Muitos q sobreviveram terão sequelas,como meu tio q está entrevado em uma cadeira de rodas😞 #VacinaJa",None,pt,android
