created_at,tweet_ID,user,tweet_content,place,language,source
2021-02-24 13:58:29,'1364575427432439814,gui_bruno18,"@YgorFremo Cara já mandei áudio em espanhol pra um amigo meu depois de tomar zolpidem.
E eu nem falo espanhol 🤣🤣",None,pt,iphone
2021-02-24 14:10:53,'1364578550133710850,DCXXI_,"n sei oq acontece, a tendencia seria o zolpidem ir perdendo o efeito com o tempo de uso se nao aumentar a dosagem..… https://t.co/41zsOTmoHa",None,pt,https://mobile.twitter.com
2021-02-24 14:08:14,'1364577882861957121,hugslovats,eu n sei lidar com esses prints de eu mandando mensagem pra minha chefe sob efeito de zolpidem,None,pt,https://mobile.twitter.com
2021-02-24 14:44:09,'1364586919825391616,gui_bruno18,"@vimvernoticias @badgalpoli @zolpidembot @YgorFremo Então. O zolpidem tem um efeito de derrubar mesmo, ele é bem fo… https://t.co/qcz9l4v2w5",None,pt,iphone
2021-02-24 14:51:15,'1364588706175320071,badgalpoli,"@vimvernoticias @gui_bruno18 @zolpidembot @YgorFremo Amg zolpidem com o tempo causa dependencia, minha psiquiatra i… https://t.co/vN53g66Pud",None,pt,https://mobile.twitter.com
2021-02-24 14:50:06,'1364588418328584198,victor100c,"mais um dia, mais um famosinho do twitter romantizando fazer merda depois de usar zolpidem pra dormir",None,pt,android
2021-02-24 14:49:22,'1364588235444391945,OiTAVYN,a minha melhor versão é chapado de zolpidem,None,pt,android
2021-02-24 14:48:41,'1364588060843859971,alvarengamaari,"RT @rodpocket: mandei um áudio de 11 minutos dopado de zolpidem nessa madrugada 

hoje corri pra apagar antes da pessoa ouvir mas apaguei s…",None,pt,android
2021-02-24 14:48:41,'1364588060206333956,thaibueno,Oversharing do dia: esses dias tomei o zolpidem e continuei mexendo no celular. Quase saí comprando vários ~brinque… https://t.co/IO5LYrgdoK,None,pt,android
2021-02-24 16:08:35,'1364608168882548738,giibs_r,"Não sei que horas eu dormi e já são uma da tarde e eu acordei assustada 

Zolpidem obrigada pelos mimos",None,pt,android
2021-02-24 16:01:27,'1364606375603671043,darkezera,"@ussthema zolpidem rsrs
melatonina
valerimed (é um calmante natural de valeriana em comprimido mas vc pode comprar… https://t.co/G6MvTJiSdA",None,pt,android
2021-02-24 16:17:17,'1364610357742891009,_zolpidem_,말리부 감성 https://t.co/bG84OkCl29,None,ko,iphone
2021-02-24 16:16:38,'1364610193447940104,carlozuilha,A primeira prescrição de Zolpidem a gente nunca esquece,None,pt,android
2021-02-24 15:58:44,'1364605690120175616,thata_castroo,Zolpidem é foda https://t.co/kjvXKefdZL,None,pt,android
2021-02-24 15:58:25,'1364605610881392641,YuRivotril,"vou tomar zolpidem, aviso que se eu sumir eu apaguei por conta dele",None,pt,android
2021-02-24 15:53:58,'1364604489773191169,Zolpidem_3mg,RT @Jackle02: https://t.co/ZzImHY2qC4,None,und,android
2021-02-24 15:53:03,'1364604258700640257,nordlichtpercht,"Mal ein Update zu dem Pat, der Tavor als Schlafmittel bekam...
Es ist raus 😌

Er bekommt jetzt Zolpidem und bis jet… https://t.co/3Z5vfwxxI7",None,de,android
2021-02-24 15:52:50,'1364604208054497284,38aconta,"RT @mentecapta_: ""hurr durr eu tomo zolpidem e faço coisas que não lembro depois kaka"" oh seus infelizes, zolpidem é um remédio fortíssimo,…",None,pt,iphone
2021-02-24 15:51:51,'1364603957566341122,Zolpidem_3mg,RT @anal_nekokawa: 😭😭😭 https://t.co/UUBGWsEuW3,None,und,android
2021-02-24 15:46:58,'1364602729876901893,giovanitier,@rodpocket @manucmarc só quem já teve alucinação com Zolpidem sabe,None,pt,android
2021-02-24 15:44:08,'1364602018560684033,ChenPoTa,@stfnsz @andreporchat Efeito do zolpidem,None,pt,android
2021-02-24 15:42:36,'1364601631321563142,marimpeace_,Eu queria tomar zolpidem e alucinar até janeiro do ano que vem numa eterna naninha,None,pt,iphone
