created_at,tweet_ID,user,tweet_content,place,language,source
2021-05-16 02:46:49,'1393759816095604736,allofmariana,chapada de zolpidemagora entendo o que o @Humanshapedb0x falava https://t.co/c3pUYSwmh3,None,pt,android
2021-05-16 02:39:28,'1393757967485489152,gabiveronz,zolpidem eu te amo eu te amo,None,pt,iphone
2021-05-16 03:00:53,'1393763356868288512,TheoBroganHODLs,This is EM on Ambien.... Isn't it.,None,en,android
2021-05-16 02:59:16,'1393762948460466179,Tower_Tramp,@JO7533 Management is gonna hear from me if I lose my Ambien sleep.,None,en,iphone
2021-05-16 02:53:34,'1393761514906165249,TheoBroganHODLs,Let's not forget when the news cycle got ahold of EM's Ambien usage in 2017. Maybe there is something similar going on here?,None,en,android
2021-05-16 03:12:16,'1393766220344741893,mihsantiago_,"@cricianei Tô chegando, miga. Já caçando meu zolpidem",None,pt,iphone
2021-05-16 03:10:31,'1393765778420273152,zzgregori,que sensação horrível acabou o zolpidem acabou o rivotril eu pensei nem vou comprar tão cedo ja q eu tava de boa... agora to tendo crise aqui e não tenho remédios nem nada p fazer ngm pra conversar acho que vou cavar um buraco e me enterrar,None,pt,android
2021-05-16 03:04:40,'1393764309537370121,allofmariana,"agora vou dormir, ja era pra eu ta dormindo na vdd pois acordo 8h nesta caralha de domingo pra estudar periodo online vc me paga, pode pagando o zolpidem",None,pt,android
2021-05-16 02:59:16,'1393762948556935170,mumuichiro,@allofmariana @Humanshapedb0x Nesse frio só uma sopinha de zolpidem,None,pt,android
2021-05-16 03:14:02,'1393766666308263939,KtSweetandSpicy,"@facedances3 I thought, today they'd be talking ambien!",None,en,mobile browser
2021-05-16 03:10:50,'1393765858774716417,mostLeeOff,@Drayzze_2 @sweetmomissa Did the rum make you buy the waterbed? Is this like an Ambien late night Amazon thing?,None,en,mobile browser
2021-05-16 03:04:43,'1393764321289805830,frwrdslosh,"@davidgokhshtein My guy I got ambien I sleep fine. You can tell me you don’t think about me all you want, but I live inside your head David. I know what you’re thinking.......and https://t.co/5lsStwBQyu",None,en,iphone
2021-05-16 03:22:21,'1393768757412179970,520520LA,"Provavelmente eu vou me arrepender do coquetel sertralina, zolpidem, skunk, nutella, salame, resto de lasanha que eu mobilizei hj mas é aquele negócio: quem sou eu pra julgar.",None,pt,android
2021-05-16 03:17:53,'1393767632566882304,laylasfares,"Pro zolpidem não me deixar completamente na noia como sempre me deixa doidíssima, algo está errado",None,pt,iphone
2021-05-16 03:17:16,'1393767478954708992,laylasfares,"Hoje foi um dia tão atípico, meio triste. Sei lá. Tanto que nem o zolpidem bateu como normalmente bate. Só me deu uma leve brisa que nem cócega faz",None,pt,iphone
2021-05-16 03:17:15,'1393767474017996806,nospaceintears,Zolpidem tomado e vendo filme de terror. Jaja apago na sala mesmo,None,pt,iphone
2021-05-16 03:36:09,'1393772232019697665,zolpidem100mg,zolpidem dissolvido tem gosto de morte.,None,pt,iphone
2021-05-16 03:38:41,'1393772869906227203,candithomas_,"It’s pretty cool to take your half of an ambien and then finish a movie. Faces double, then there are 2 of each person, 2 of everything.",None,en,iphone
