created_at,tweet_ID,user,tweet_content,place,language,source
2021-03-28 02:58:54,'1376005852386168834,AnaElisy,Meu sonho achar minha cartela de zolpidem,None,pt,iphone
2021-03-28 02:55:12,'1376004919199678468,phendranas,"capaz de eu acabar ficando com o zolpidem só, mas na real não queria mais tomar remedios senão os necessários pra reposiçãoimpossível manter meu relógio biológico, eu detesto dormir cedo",None,pt,mobile browser
2021-03-28 03:03:19,'1376006962161324033,DeathCursePod,"Get the Ambien @ufc, someone is going to sleep. Almeida vs O'Malley! #UFC260",None,en,android
2021-03-28 03:06:59,'1376007886296526851,matheusagostin,meu sábado a noite:-botar placa de clareamento dental-dropar dois zolpidem-jogar alguma coisa até começar a alucinar,None,pt,mobile browser
2021-03-28 03:04:06,'1376007157653635072,mymindisabitch,RT @killulovsz: eu seria feliz se eu pudesse tomar zolpidem todos os dias...,None,pt,iphone
2021-03-28 03:06:56,'1376007874283888644,JamesNoctis,@TearAndScream Thaaaaat’s what had me on Ambien temporarily. Might be doctor time.,None,en,iphone
2021-03-28 03:11:21,'1376008983195103234,lofelisardo,era só um zolpidem pra me deixar feliz hoje,None,pt,android
2021-03-28 03:10:44,'1376008829356412929,biazinsand,zolpidem podia não ser uma droga aaffff,None,pt,android
2021-03-28 03:10:16,'1376008711165071365,sarinhadaniel,"queria avisar que já tomei meu zolpidem do dia, não me responsabilizo por nada a partir desse momento, ótima noite a todos 💛🌙",None,pt,android
2021-03-28 03:15:20,'1376009986015440896,HungerHuman,My Ambien is kicking in AMA,None,en,iphone
2021-03-28 03:13:16,'1376009468593512449,dieterpfieffer,Los de la kennedy son unos hps chinos hps para ser exactos . Ese Ponce y usa a ese Válverde otro chino pero abogado y ambien hp para no pagar hay Mil historias con el iess y están demandados https://t.co/fQCSJ42FGO,None,es,iphone
2021-03-28 03:21:04,'1376011427572543491,playoshi,@dreamiemdzs namoTô com sono tomei zolpidem.,None,pt,android
2021-03-28 03:20:12,'1376011212316631040,teeurano,Eu amo qdo o zolpidem bate fazendo a tela do celular ter dimensões diferentes foda,None,pt,iphone
2021-03-28 03:27:21,'1376013009328472071,nnaluisa_,Atenção passageiros estamos voando no voo do ZOLPIDEM,None,pt,iphone
2021-03-28 03:29:35,'1376013571897757696,notsamsanus,@_Pancho___ @harryburks4 I have a hard time sleeping unless I take something to help. A 5mg indica edible puts me out for at least 6 hours. Sleep aids are addictive or make you lose your memory like ambien. MJ works way better.,None,en,iphone
2021-03-28 03:33:56,'1376014666430881796,GouveaHenry,RT @bininhox: vim deixar meu vídeo chapada de zolpidem pra vcsboa tarde https://t.co/WUzxiCqymy,None,pt,android
2021-03-28 03:34:08,'1376014719136436226,totesambular,@ImoveCar That my ambien hit harder than usual.,None,en,iphone
2021-03-28 03:35:05,'1376014955569369092,robislovedelove,"Mas aí lembrei que tomei zolpidem, boa noite povo.",None,pt,android
2021-03-28 03:34:11,'1376014728959557637,enceladoc,Eu: Acho que vou tomar um zolpidem maneiro p dormir hojeRodrigo: Ah nao! Eu quero ler e se você tomar vai ficar cantando e falando de castelo de flores e cachoeira pra mim A gente nem pode mais dar showzinho perdendo a memória sabe... 😔,None,pt,android
2021-03-28 03:42:20,'1376016780536078338,Scynix,"@GabrielSterling How do you sleep at night? Seriously. I want to know, for real. Is it Ambien?",None,en,mobile browser
2021-03-28 03:43:36,'1376017101081751555,leticiaflore_s,tomei zolpidem pela primeira vez e me coloquei na mão de deus sem saber pq não larguei o celular até mais seguimores,None,pt,iphone
