created_at,tweet_ID,user,tweet_content,place,language,source
2021-03-28 02:22:41,'1375996738704703490,hmmrafaela,"A vontade de codar tá maior que o sono, cansaço e efeito do zolpidem junto",None,pt,iphone
2021-03-28 02:24:59,'1375997314729455617,jwmmy,Eu todo dia dps de tomar meu zolpidem https://t.co/hXV5emnrtB,None,pt,iphone
2021-03-28 02:26:10,'1375997612046835715,MMZFactory,@KayeSteinsapir Ambien,None,es,http://twitter.com/#!/download/ipad
2021-03-28 02:22:58,'1375996809135460355,WeBleedGreen4Cs,@magiicrat1967 @GwashburnGlobe @frostybias @playoffCarsen4 @celticsforum Ambien Ovaltine cocktail,None,en,iphone
2021-03-28 02:18:31,'1375995689994444800,shaiyhoward,"@SharhondaBarnes Definitely, I’ll be sleep in less than 30 minutes....as soon as my Ambien CR kicks in 🤷🏽‍♀️","Place(_api=<tweepy.api.API object at 0x00000134B817F250>, id='4ec01c9dbc693497', url='https://api.twitter.com/1.1/geo/id/4ec01c9dbc693497.json', place_type='admin', name='Florida', full_name='Florida, USA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000134B817F250>, type='Polygon', coordinates=[[[-87.634643, 24.396308], [-79.974307, 24.396308], [-79.974307, 31.001056], [-87.634643, 31.001056]]]), attributes={})",en,iphone
2021-03-28 02:32:09,'1375999117462282240,gabzkc,"que sensação gostosa o zolpidem batendo, o soninho chegando",None,pt,android
2021-03-28 02:28:19,'1375998153539919880,guiaoaurelio,E Qd nem o zolpidem funciona mais a gente faz o q ? 😕,None,pt,iphone
2021-03-28 02:36:01,'1376000090918301700,julie_eps,@Petz1977 Just STFU and take an Ambien. I'll also rub your hair. Because I lurv you.,None,en,mobile browser
2021-03-28 02:38:01,'1376000595996389378,julianagano,Nossa eu vo tatuar zolpidem no meu braço está mais que decidido,None,pt,iphone
2021-03-28 02:36:09,'1376000124271353856,chemicallycalm_,era só um zolpidem nesse caraio,None,pt,iphone
2021-03-28 02:39:16,'1376000909440905218,ouchevy48,"@AndrewPWhite77 @JimBelushi You can definitely tell who has tried it and who hasn’t.  Cannabis helps mental illness.  Good for depression, anxiety and sleep insomnia.  No telling what stuff like Xanax, Prozac, and ambien do to your system. #DontSpeakIfYouDontKnow",None,en,iphone
2021-03-28 02:37:40,'1376000506078855170,DanielleCandela,"@MysterySolvent @smc429 Handing out free samples of adderall, viagra and ambien.",None,en,android
2021-03-28 02:46:32,'1376002739763773440,ehmarianna,"Confesso que queria tacar um zolpidem pra dentro, mas to ficando dependente dele e nem rola",None,pt,iphone
2021-03-28 02:46:26,'1376002712593121281,lfnmoreira,RT @soutoverso: Quando eu confundo os remédios e tomo o zolpidem de manhã  https://t.co/2wR89Xt7q6,None,pt,iphone
2021-03-28 02:44:29,'1376002222413254657,KnopfIer,If this doesn’t show a significant improvement over the next 6 weeks or so I’m just buying ambien and Zopiclone from a .onion man idc,None,en,iphone
2021-03-28 02:51:04,'1376003878307688453,magiicrat1967,@WeBleedGreen4Cs @CoreyB08 Brad woke up from his Ambien ovaltine fog off. Team woke up too and realized they were playing a g league team.,None,en,iphone
2021-03-28 02:54:17,'1376004690492731393,mymindisabitch,RT @cloudysssky: eu te amo efeito grogue do zolpidem eu te amo https://t.co/sS5fypkY2t,None,pt,iphone
2021-03-28 02:53:58,'1376004608540225538,gabriele_gio,Tô doidona Jesus. Obrigada por tudo zolpidem,None,pt,iphone
2021-03-28 02:58:01,'1376005628905201665,MorganFrawley,"RT @Drumzer1: @MysterySolvent Dr. Feelgood, handed out Percocet and Ambien like candy on Air Force One. Harassed women while on business tr…",None,en,android
