created_at,tweet_ID,user,tweet_content,place,language,source
2021-03-03 23:56:22,'1367262605350481922,yuriic,Hoje o dia pede uma comilança e um zolpidem (cujo efeito dure até 2030,None,pt,iphone
2021-03-03 23:44:28,'1367259609954734081,Pragmathic_,"Hoje eu tomo o zolpidem de 10mg e não o de 5mg, essa situação toda de prova me tirou do meu equilíbrio e eu quero é capotar na hora de dormir",None,pt,mobile browser
2021-03-03 23:43:43,'1367259420779028482,tontonelemesmo,Hipnotizado pelo Zolpidem https://t.co/4QzMadvbU1,None,pt,android
2021-03-03 23:35:44,'1367257415633281033,leandrodamac,Chegou a hora de tomar meu zolpidem+sertralina pra curtir  meus 30 min de vibe e depois dormir hahaha,None,pt,mobile browser
2021-03-03 23:19:43,'1367253384273817600,paulovpaim,@cyrkran Somente o zolpidem proporciona essa alegria,None,pt,android
2021-03-03 23:14:01,'1367251950593482756,Zolpidem_3mg,RT @enoughsunko: ここ2010年か？ https://t.co/DLZl0fO9jn,None,ja,android
2021-03-03 23:12:52,'1367251660519575554,Zolpidem_3mg,RT @HIV_monkey_: https://t.co/QlkAHsGbH0,None,und,android
2021-03-03 23:11:47,'1367251387617263619,abiticahaidee,RT @Yanilcc: AUXILIO!!! 🙏Quien porfavor tenga los siguientes medicamentos y los pueda donar eternamente les estaria agradecida. -Tramado…,None,es,android
2021-03-03 23:03:59,'1367249425014255618,Zolpidem_3mg,RT @Sakiiti2: うさぎの日なのでうさぎ再掲でお茶をにごす https://t.co/QmiVWJysBS,None,ja,android
2021-03-03 22:59:16,'1367248234603716608,Zolpidem_3mg,RT @nakayama_ayari: スマホの壁紙にどぞ( *• ̀ω•́ )وｸﾞｯ! https://t.co/r1jLRKWfJm,None,ja,android
2021-03-03 22:57:51,'1367247880608649216,Zolpidem_3mg,RT @nakayama_ayari: 待ち受け...丼柄の待ち受け（しかも正月っぽい）え...要りますかね？🤔ｻﾞﾜｻﾞﾜ https://t.co/baHynX0ZLm,None,ja,android
2021-03-03 22:56:57,'1367247655257075712,Zolpidem_3mg,RT @nakayama_ayari: フェルトと刺繍で作ったマネークリップ🐴推しがお金咥えてきてくれる🤭#オムレツ大作戦#ノーブルマーズ #けいば手芸部 https://t.co/oFQG4DqP8X,None,ja,android
2021-03-03 22:53:11,'1367246704278335489,Zolpidem_3mg,RT @nakayama_ayari: LサイズMサイズSサイズ https://t.co/ByzZDuoSFO,None,ja,android
2021-03-03 21:05:31,'1367219608835547137,tootanas1,@Dr_zolpidem ☹🚶,None,und,android
2021-03-03 20:40:07,'1367213218272313350,Dr_zolpidem,@tootanas1 میاد واسه اندروید هم به زودی🤲🏻,None,fa,iphone
2021-03-03 20:27:52,'1367210135832117249,Dr_zolpidem,کم‌عشق کردم از صحبت کردن با کینگ رام، خاطره برگزیده مستی و راستی هم گرفتم، در اوج هستم🙌🏻,None,fa,iphone
2021-03-03 20:27:38,'1367210076382109710,tootanas1,@Dr_zolpidem حالا هی با کلاب هوس همتون دل مارو اب کنین🚶,None,fa,android
2021-03-03 20:23:24,'1367209012530458629,Dr_zolpidem,کلاب هاوس مستی و راستی کینگ رام ۱۰ از ۱۰,None,fa,iphone
2021-03-04 11:17:26,'1367434001292660738,FizzSENAI,@suppmoon Tenho zolpidem aqui só que tô suave,None,pt,android
2021-03-04 10:48:16,'1367426663718539265,moreiratrizz,"o combo zolpidem de noite, café de dia 🥴 essa rotina vai me matar",None,pt,iphone
2021-03-04 10:29:55,'1367422046079123457,gustavoalmou,Um pirulito de zolpidem: sono + delírios https://t.co/xZ2PsSqKIJ,None,pt,iphone
2021-03-04 10:19:51,'1367419511213850626,Matheusrapha00,@nandacostags Zolpidem,None,es,iphone
2021-03-04 09:45:51,'1367410955689279488,_kitate,@brbbixx podemos hacer zolpidem,None,es,android
2021-03-04 09:41:18,'1367409810736562178,_laisbgarcia,"RT @victeiro: eu n sei muito o que a galera toma pra fazer umas comparação, mas eu queria esse zolpidem",None,pt,android
2021-03-04 08:57:38,'1367398820561235968,Gamer3z,▪️best initial test: polysomnographyTreatment◦lifestyle modification:▪improved sleep hygiene▪best initial therapy       ▫️ pharmacologic:▪zolpidem (ambien)▪2nd line therapy▪best if used less than 2 weeks▪dependence common      ▪melatonin https://t.co/vhRzYZUMxy,None,en,iphone
2021-03-04 08:08:47,'1367386528033472512,NattyEscouto,"Vi um vídeo falando das experiências das pessoas que tomaram Zolpidem pra dormir, eu nunca ri tanto na minha vida",None,pt,iphone
