created_at,tweet_ID,user,tweet_content,place,language,source
2021-05-14 11:51:50,'1393172195711533057,NonContactHogg,RT @woke8yearold: It's sort of crazy how Lowtax managed to fuck up SomethingAwful. If he wasn't high on Ambien everyday he would have had s…,None,en,mobile browser
2021-05-14 11:26:50,'1393165906402963459,FlyOnWall12,@OctopusCaveman Ambien?,None,es,iphone
2021-05-14 11:24:02,'1393165203429330944,axidental_kween,@DannyPellegrino I do mine with pop rocks and ambien.,None,en,iphone
2021-05-14 12:27:02,'1393181056161959937,Menfis_Gandra,RT @carrerota: @Estadao Alguém misturou um zolpidem com whisky e abriu o mcbook para digitar essa bobagem ontem de madrugada ein. São amea…,None,pt,android
2021-05-14 12:30:02,'1393181811686223872,morphayna,"Não tenho nada pra fazer esta manhã: levantei, botei ração e água pra Fiona, peguei a rainha no colo, fiz cafuné, voltei pro quarto, tomei um zolpidem e vou dormir mais",None,pt,android
2021-05-14 12:33:45,'1393182745380196354,RerRocio,@Darlington_ale @agarzon Yo ambien me he dado cuenta,None,es,android
2021-05-14 12:33:45,'1393182745380196354,RerRocio,@Darlington_ale @agarzon Yo ambien me he dado cuenta,None,es,android
2021-05-14 12:40:47,'1393184517494554625,isademeneses,"Acordei e o Bozo ainda e presidente, ainda n tô vacinada e o Dr Pessoa ainda e prefeito em Teresina... saudades de ter um zolpidem cmg, que aí eu voltava a dormir 🤡",None,pt,iphone
2021-05-14 12:42:55,'1393185053526593541,KxngJam3s,All the baddies on here talking about Nicki while y’all doing lyrical breakdowns of those ambien raps. Take that shit to clubhouse,None,en,iphone
2021-05-14 12:43:04,'1393185089773719555,iamchickenhat,@shroudmoth @OctopusCaveman I took Ambien once. and when I woke up there was an empty Domino's pizza box in my counter. i did not order pizza before I went to bed at any time. and certainly not Domino's.,None,en,android
2021-05-14 12:45:39,'1393185742315302915,sea_shanty,@sfossy_ Zolpidem.,None,es,android
2021-05-14 12:46:34,'1393185972846747654,madnessgladness,"@Sundae_Gurl cont'dMom: ""Don't tell me what it's called, now hang up I gotta call Walter before he takes his Ambien &amp; Dos Equis""",None,en,mobile browser
