created_at,tweet_ID,user,tweet_content,place,language,source
2021-05-15 17:18:42,'1393616842900623362,JwsandM,#SubstanceAbuse is a common issue for many authoritarian leaders. It helps them believe their psychoses are helpful to their character &amp; makes them invincible in the eyes of others. I would guess #DoctorRonnie prescribes #zolpidem for #Trump to grab 4-5 hours of sleep a night.💤 https://t.co/xETbLr72vG,None,en,mobile browser
2021-05-15 17:16:55,'1393616394051325962,HashtagHargitay,RT @Elitiker: @tabletten_tine Da fehlen noch mindestens ein PPI und Zolpidem für alle Fälle. Melperon schadet eigentlich auch nie. 🤡,None,de,android
2021-05-15 17:16:31,'1393616293606182915,aclaudiaregina,"@MariaInezFreit2 @TariRodrigues Então testa com o rivotril. É mais seguro. Vc vai dormir bem. Apagar. Zolpidem é muito perigoso, eu ja fiz tanta merda que minha médica praticamente me proibiu de tomar. Hj uso o donaren retard e durmo a noite toda. Sem risco de aloprar.",None,pt,iphone
2021-05-15 17:03:57,'1393613131692265474,exoltheworld,"tomei o zolpidem dnv, agora é hora de sair do celular se n eu faço merda",None,pt,iphone
2021-05-15 16:51:35,'1393610020026257415,lohaamorim,Apenas sofrendo pq a minha médica incluiu zolpidem no meu remédio de dormir que era 100% natural 😭 agr n é mais,"Place(_api=<tweepy.api.API object at 0x0000022BF8D0F160>, id='abbb45debbf38127', url='https://api.twitter.com/1.1/geo/id/abbb45debbf38127.json', place_type='city', name='Nilópolis', full_name='Nilópolis, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022BF8D0F160>, type='Polygon', coordinates=[[[-43.469372, -22.848515], [-43.390788, -22.848515], [-43.390788, -22.791609], [-43.469372, -22.791609]]]), attributes={})",pt,android
2021-05-15 16:39:52,'1393607071791304706,LagaLaure,@doliqueen_ @nikodoc @snoph44 Oui mais à la base on parlait de morphine.Donner du zolpidem à un chauffeur de bus quelle hérésie !,None,fr,android
2021-05-15 16:34:44,'1393605778955771915,luizabch,@grspiller zolpidem vai te transformar em uma pessoa feliz porque conseguiu dormir na noite anterior,None,pt,mobile browser
2021-05-15 16:27:17,'1393603905783832579,casadadomangue,"@Flame_Vulgaris Escitalopram, quetiapina, Zolpidem e Rivotril como sobremesa",None,pt,mobile browser
2021-05-15 16:23:04,'1393602843848986629,livinonaprayerr,Jaja vou tomar meus tarja preta e um zolpidem e dormir até 23:59,None,pt,iphone
2021-05-15 16:12:17,'1393600129287041026,pauIinda,ZOLPIDEM COM WHISKY KKKKKKKKKKKKKKKKKKKKK https://t.co/isGQRT3aVk,None,en,iphone
2021-05-15 16:09:51,'1393599516008398850,lelekaLLK,@coldhardme Ainda bem que recebi uma última mensagem de amor na onda do zolpidem 🥺❤️,None,pt,android
2021-05-15 16:00:42,'1393597215432642572,levasques,@_estarmorta_ Zolpidem! O stilnox.,None,sl,android
2021-05-15 17:09:19,'1393614484112125953,Cartikneez,RT @danawhite: @thefightweek @benaskren when ambien can't sleep it takes Ben Askren. The most boring fighter in MMA history. I would rather…,None,en,iphone
2021-05-15 16:56:45,'1393611321745321984,Hskers62,RT @bri_ree: @Hskers62 @smotus And trump was technically asleep while Ambien tweeting so he slept about 8 hours.,None,en,iphone
2021-05-15 16:56:28,'1393611249557164032,LuisAlb98287285,@BajaAlcurnia Y soy padre soltero y pido ayuda las cosas no están bien el trabajo escaso y después y mire que me ambien pido trabajo pero no sale nada pero si me vas a dar trabajo quedó agradecido,None,es,android
2021-05-15 16:52:54,'1393610350113742848,radiobkg,Ambies? Pass the Ambien. https://t.co/LhPSjEr543,None,es,iphone
2021-05-15 16:23:39,'1393602990184013830,blackhawkppd,@braxton_mccoy This sounds like an Ambien induced opine.Only suggesting it because I've been there...,None,en,android
2021-05-15 16:22:43,'1393602756292739081,moldbugman,"@Faustinablavat1 THANK YOU!This is perfect. Exactly what I was looking for. And ""Soft Ambien Medical Corporate"" is the perfect choice. Thank you once again.",None,en,android
2021-05-15 15:58:34,'1393596677655719939,Bob_Stinson1234,"A mental health revolution.Cannabis, Kratom, coca tea, Mushrooms, and LSD work better than prohibition, Ambien, Prozac, adderal, oxycotton, meth, crack, heroin promoted by the Govt politicians. https://t.co/S8JWWQvSJQ",None,en,mobile browser
2021-05-15 15:58:26,'1393596646487957505,Faustinablavat1,"@moldbugman I was going to use ""Soft Ambien Medical Corporate"" for a dystopian project until I chose to do something else.",None,en,mobile browser
2021-05-15 15:48:34,'1393594162096664582,daxquacks,commenting on things while im high on ambien isbso fucking annoying,None,en,android
2021-05-15 15:29:18,'1393589311937781760,moreclassiertv,@javislips Never fails! Too bad we’re not #NonMoms like her and Ambien 🥺 https://t.co/DwWZ7t18k8,None,en,iphone
2021-05-15 15:26:57,'1393588723019825154,EwaFan,@Reuters brought to you by Ambien,None,en,mobile browser
2021-05-15 15:22:41,'1393587648355307523,jdolphin2572,"@ChrisPalmerMD This is me right now. Used to take Ambien, which I loved, no hangover, felt rested, but I want to be off medication. I struggle with falling asleep and then frequent waking. Thoughts on melatonin for adults???",None,en,android
2021-05-15 17:51:24,'1393625074079571971,eminemvalerio,"Ritalina, café, zolpidem, chocolate, punheta https://t.co/J3xPQAmrUv",None,pt,iphone
2021-05-15 17:41:07,'1393622484176547845,marivilhosa123,Eu vendo a médica recém formada no Instagram falando do uso de zolpidem como se fosse algo extramente ruim e só se pudesse usar por menos 1 mês,"Place(_api=<tweepy.api.API object at 0x0000022BF8D0F160>, id='91ef4094d14cb6c1', url='https://api.twitter.com/1.1/geo/id/91ef4094d14cb6c1.json', place_type='city', name='Alvorada', full_name='Alvorada, Brasil', country_code='BR', country='Brazil', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000022BF8D0F160>, type='Polygon', coordinates=[[[-51.0944226, -30.0514167], [-50.9483783, -30.0514167], [-50.9483783, -29.9565048], [-51.0944226, -29.9565048]]]), attributes={})",pt,android
2021-05-15 17:33:49,'1393620648229056519,nospaceintears,Receita do zolpidem renovada com sucesso,None,pt,iphone
2021-05-15 18:13:46,'1393630703733157889,PTSDAdvocate,@KittenKat357 Knock on wood... the only thing they haven’t taken from me after 20 years is my muscle relaxers &amp; ambien.,None,en,iphone
2021-05-15 18:01:47,'1393627686787035137,KatelynJaeW,@SeniorAmerican1 @nada_lemming @BlackBernieBabe Man you just lie right through your teeth? Who said it then? Your cat when it walked on your keyboard? We're you on Ambien and it suddenly just turned you racist like Roseanne?,None,en,android
2021-05-15 17:50:41,'1393624893418209282,marionfrances,@AshaRangappa_ He takes ambien.  You know he’s an effed up mess!,None,en,iphone
2021-05-15 18:37:34,'1393636692188401666,harvardropout_,ambien on the mix,None,en,iphone
2021-05-15 18:34:47,'1393635991097942016,trustyourhearth,"RT @JasonCa34496713: One of my more important articles for targeted individuals, just published..... ""How Ambien SOLVES the Fatigue from EM…",None,en,iphone
2021-05-15 18:49:14,'1393639625990676480,realsarahclark,"When he forced himself on me I thought, no no no no! one day this will stop. One day this will be over. Then I stopped thinking anything and was lucky if I had an ambien already, then he fell asleep with his natural calamities and I had to take another one",None,en,iphone
2021-05-15 18:57:10,'1393641622747992067,senhoritabaiao,@_estarmorta_ Zolpidem. Eu amo.,None,pt,iphone
2021-05-15 19:01:21,'1393642677296631813,J_4short,these chicks behind me talmbout ambien and vibrators. like they gettin IN DEPTH. What time to take the pills and what time to get off so they wake up on schedule 🤯🤯🤯🤯ver ver uninteresting but my ears cant turn them off 😭😭😭,None,en,iphone
2021-05-15 19:03:45,'1393643279892221952,danizinhawnx,"A pessoa faz uma pagina pra falar mal do zolpidem. Sim hipnóticos não devem ser usados deliberadamente, e apenas em ocasiões de resgateMas a pessoa mistura com alcool, com outros remédios pra atrapalhar a metabolização, com drogas e demoniza o medicamento. Fica foda né amg",None,pt,iphone
2021-05-15 19:10:14,'1393644913162653702,RoundTheWayBoog,AMBIEN. 😎🥱😴💤 https://t.co/TJCRvRSO6e,None,es,iphone
2021-05-15 19:10:38,'1393645012638969862,carbonatoderafa,"@grspiller Kkkk só não esquece que se a insônia é crônica, a indicação não é mais de zolpidem, esse é apenas para aguda",None,pt,iphone
