created_at,tweet_ID,user,tweet_content,place,language,source
2021-01-08 00:05:15,'1347333507631218693,livimrchsn,acho que vou falsificar uma receita de zolpidem,None,pt,iphone
2021-01-07 23:59:30,'1347332062823518212,eduardoccrra,pedi pra minha mãe comprar zolpidem pra mim e ela comprou duas caixas 🙏🙏🙏,None,pt,iphone
2021-01-07 23:53:40,'1347330593248444419,singularidado,"@YgorFremo , vc apagou aquela thread ultrainformativa sobre zolpidem?",None,pt,iphone
2021-01-08 00:12:17,'1347335279116509185,TOBIAS_FCN,@oujo_alice Zolpidem gefällig? 😁,None,de,android
2021-01-08 00:12:02,'1347335216579436549,iagolfguedes,@contadomiro rivotril + fenergan + zolpidem + uma taça de vinho e Nárnia,None,pt,iphone
2021-01-08 00:09:20,'1347334536770809858,maryanna_e,"Eu já falei algumas coisas sobre tomar zolpidem. 
Tomei porque não conseguia MANTER meu sono, eu dormia mas acordav… https://t.co/8hEptNwHf8",None,pt,iphone
2021-01-08 00:05:17,'1347333518435749888,LaPanteraPoeta,no tengo más contracturas vieron? Supongo que es el clonazepam y dormir bien con zolpidem. Soy oficialmente una drogadicta.,None,es,https://mobile.twitter.com
2021-01-07 23:44:31,'1347328290898509825,xxArcherxx_O,"@nicoIeboIsonaro Estou desde terça feira sem beber, pretento continuar até o Carnaval, só que parti pra cima do Zolpidem foi de cum força.",None,pt,android
2021-01-07 23:23:26,'1347322987251453952,gi_oliveiira,@brokendavis Como assim de tá tomando zolpidem https://t.co/IvaayteFIZ,None,pt,iphone
2021-01-07 23:06:10,'1347318640471896066,BrowneBrownie,"Tomei zolpidem, testei filtro de cabelo colorido e postei e agora tem um monte de gente até agora dizendo que eu de… https://t.co/Y3cSVjpmbb",None,pt,iphone
2021-01-07 22:44:01,'1347313065272995841,verdura_oficial,MELHOR QUE ZOLPIDEM 🥰🥰🥰 https://t.co/aEnmSMyWuC,None,pt,android
2021-01-07 22:31:10,'1347309830961295360,Marinaassis,"@heyqueenvenus Uma vez meu psiquiatra me passou Zolpidem kkkk melhor remédio da vida, chapada por 6h kkkk",None,pt,https://mobile.twitter.com
2021-01-07 22:29:58,'1347309529713795076,DNobaes,"@_Hbres Sério? Nenhum remédio que eu já tenha tomado me dá uma boa noite de sono, zolpidem é o que funciona melhor… https://t.co/OyYquEoeSY",None,pt,http://twitter.com/#!/download/ipad
2021-01-07 22:24:41,'1347308199863611392,belaatrixxz,"Obrigada insônia pelos mimos, e obrigada zolpidem vc faz tudo",None,pt,iphone
