created_at,tweet_ID,user,tweet_content,place,language,source
2021-01-03 03:03:21,1345566389369757697,tnyssx,tomar um comprimido de zolpidem de um chazin de camomila pra dormir por 5 dias seguidos,None,pt,https://mobile.twitter.com
2021-01-03 03:02:47,1345566249279913986,bokoita_touhou,@Zolpidem_3mg こないだ大阪でｳﾏﾁｬﾝの擬人化見つけたけど主に体型のデフォルメがむっちゃ入ってたな,None,ja,android
2021-01-03 03:01:58,1345566043700387840,nicogsworld,@JusteTara Zolpidem,None,es,iphone
2021-01-03 02:58:32,1345565179757604864,fckpieck,"eu realmente m gosto de tomar remedio de dormir, tipo rivotril etc, mas amo o zolpidem, obv tive experiências ruins… https://t.co/qmeBrWcBqn",None,pt,iphone
2021-01-03 02:57:53,1345565016305631233,opia36,zolpidem o remedio pra dormir q te distrai do seu sono,None,pt,android
2021-01-03 02:57:52,1345565008491671553,AlannaSerafim,"Procurando o sono que o médico falou que sentiria por conta dos remédios, fui tapeada 

Meu filho, eu tomo Zolpidem… https://t.co/6EbnTUMia5",None,pt,android
2021-01-03 02:57:42,1345564967374704640,wjdeardorff,"""Trends in Dispensing of Zolpidem and Low-Dose Trazodone Among Commercially Insured Adults in the United States, 20… https://t.co/QDENXXX9S6",None,en,https://mobile.twitter.com
2021-01-03 02:56:42,1345564714860998659,fckpieck,obg zolpidem eu te amo,None,pt,iphone
2021-01-03 02:46:26,1345562134990602241,zolpidem_party,「名曲アルバムで5分休憩、そのあと腕立てとスクワットです」って同枠扱いなの！？ってなったし、直後登場する西川貴教と樽美酒でしんだ。,None,ja,iphone
2021-01-03 02:44:28,1345561639639162880,zolpidem_party,RT @kurumi_mochi: 筋肉体操、名曲アルバムを思いっきり休憩時間扱いにしてるのが面白いし、『謝肉祭』で感謝してる肉は筋肉じゃないからwww,None,ja,iphone
2021-01-03 02:43:43,1345561449490472961,ench4ntt,@satan_caipira Quando vc vê o boy indo pagar conta mas graças ao microchip rastreador q vc colocou no pênis dele se… https://t.co/6LQINXNXCC,None,pt,android
2021-01-03 02:36:13,1345559562104025088,LiviaMaral3,"Tomei zolpidem pra dormir e não fui deitar, parece que usei 1 kg de cocaína 
Que brisa torta mano kkkkkkkk",None,pt,https://mobile.twitter.com
2021-01-03 02:36:09,1345559544068526080,malufilipkowski,Como dormir sem zolpidem,None,pt,iphone
2021-01-03 02:34:22,1345559094535610370,caiozitorocha,Resolvendo meus problemas com comida e zolpidem,None,pt,iphone
2021-01-03 02:32:32,1345558634072211458,zolpidem_party,「筋肉指導」って肩書き良すぎる。,None,ja,iphone
2021-01-03 02:30:57,1345558237597245442,zolpidem_party,初めて観たけど筋肉体操めっちゃ楽しいな……なんで筋トレの人みんな「筋肉が喜ぶ声」とか「頑張るか頑張りまくるか」とか同じこと言うんだろうって思ってたけど、筋トレ始めてからは「それな」って思うから、やってみないと分からないままのことっていっぱいあるな。,None,ja,iphone
2021-01-03 02:18:07,1345555005802242053,hsr_amanda,"RT @luizpaulor: Não querendo ser o chato do rolê, mas já sendo:

PAREM DE ROMANTIZAR O USO DE ZOLPIDEM.",None,pt,iphone
2021-01-03 02:12:31,1345553598676152320,Jufioroto,Capotei e acordei no meio do “Quarto do pânico”... mais um “drink” de alprozolam + zolpidem + dromonide + Lexotan +… https://t.co/QvGEIlF4yQ,None,pt,http://twitter.com/#!/download/ipad
2021-01-03 02:02:31,1345551080936116226,laradferreira,abalada pq meu zolpidem acabou,None,pt,android
2021-01-03 01:58:24,1345550045937078272,ChampersBE,"@JusteTara Beetje stress ?
Ik zit in 't zelfde schuitje.
Slaappillen a la Zolpidem ""werken"" ma is vergif, ge zijt d… https://t.co/QoJn848AiS",None,nl,https://mobile.twitter.com
2021-01-03 01:56:46,1345549633196535808,julianagoeswild,"Tomei meu zolpidem com gin e tônica, boa noite.",None,pt,android
2021-01-03 01:55:24,1345549288781316098,zolpidem_party,近所にUberがひとりもいないのでもう私がやりたい。,None,ja,iphone
2021-01-03 01:54:43,1345549116122619904,zolpidem_party,「パラサイト」中で「チキン屋」と「台湾カステラ屋」が出てきたのは、韓国で流行グルメのお店が乱立しまくって大体が生き残れず潰れたことがもとになってると思うんだけど、日本で言えば白たい焼き屋とかタピオカ屋になるのかなあ。,None,ja,iphone
2021-01-03 01:46:51,1345547137543778305,doandreleao,Música para quem toma Zolpidem para fins recreativos https://t.co/oHjKcKKxAi,None,pt,https://mobile.twitter.com
2021-01-03 01:33:49,1345543859086925825,zolpidem_party,やっぱり少しでも筋肉を動かしておくと食べ過ぎても大して体重には響かないな。義務教育のうちに教えて欲しかった。,None,ja,iphone
2021-01-03 01:27:57,1345542383719559168,hiagoquintao,"Aquele dilema: tomo ou não tomo #zolpidem ? Ah quer saber, vou é embebedar kkkkkk",None,pt,iphone
2021-01-03 01:26:21,1345541978012971008,extrajoao,pra hoje é zolpidem + carlton,None,pt,android
